,f0,f1,f2,f3,f4,f6,f5,f7,f8,f9,f10,f11,f12,label
605,1239,228,434,7601,107,190,8052,2,0,0,0,0,0,2
606,1315,133,136,8779,20,424,7512,0,2,1,0,0,0,1
607,1360,174,186,9070,17,174,7819,5,1,0,0,0,0,1
608,3200,257,922,14756,91,947,17602,0,1,0,0,0,0,1
609,1558,37,209,5516,24,364,6122,1,1,0,0,1,0,1
610,1547,91,324,6329,54,420,8478,21,3,0,1,5,0,1
611,2635,409,418,15287,33,521,11904,0,1,0,0,0,0,5
612,791,67,46,5292,6,152,5982,0,3,0,0,0,0,1
613,790,117,56,5784,7,163,5951,0,0,0,1,0,1,1
614,1711,494,551,11830,65,333,9457,0,2,0,0,0,0,1
615,2855,211,528,10527,83,493,10715,7,1,0,0,1,0,1
616,1092,54,178,9072,28,313,9078,5,3,0,1,0,0,1
617,1845,786,1334,12800,218,818,11038,3,15,0,0,0,0,1
618,1434,149,218,6779,25,271,5026,0,1,0,0,0,0,1
619,1385,177,130,7145,15,306,5163,0,1,0,0,0,0,1
620,63,2,9,286,2,11,193,2,1,0,0,1,0,1
621,1677,211,504,10241,51,466,9783,0,1,0,0,0,0,1
622,0,0,0,0,0,0,0,0,1,0,0,0,0,1
623,2483,610,854,14616,74,941,13478,11,16,0,3,0,0,1
624,1410,177,225,5350,19,293,4766,0,1,0,0,0,0,1
625,276,37,35,1622,6,28,1714,0,4,1,0,0,0,1
626,1400,122,126,7268,19,177,6208,0,1,0,0,0,0,1
627,2767,133,264,10373,25,325,10042,3,2,0,0,0,0,2
628,2186,110,311,11517,37,275,9017,0,0,0,0,0,1,2
629,2236,258,646,13012,77,1042,13274,3,2,1,0,2,0,1
630,1314,115,212,6828,27,188,5188,2,1,0,0,0,0,1
631,1296,153,84,7543,9,182,5566,3,1,0,0,2,0,1
632,1441,159,87,7812,17,220,5313,1,0,0,0,1,1,1
633,737,52,66,4658,17,109,5216,9,1,0,1,1,0,1
634,830,184,197,5109,20,240,4886,0,2,0,0,0,0,1
635,1891,130,494,9761,58,226,7313,1,2,0,0,0,0,1
636,871,74,37,5638,3,155,4652,8,1,0,0,1,0,1
637,1734,139,342,9390,25,336,8282,4,4,1,1,0,0,1
638,3565,424,715,14358,110,822,13643,0,2,1,0,0,0,2
639,416,33,50,3830,5,81,3087,7,2,0,1,0,0,1
640,2488,203,318,13570,32,532,14199,1,2,0,0,0,0,1
641,473,32,131,4391,17,84,4920,15,10,0,0,6,0,8
642,1892,249,186,12008,14,453,14207,1,1,0,1,0,0,1
643,1689,254,215,9453,22,376,7871,1,1,0,1,0,0,1
644,1939,170,289,9537,34,343,7876,0,4,0,0,1,1,1
645,1421,109,393,8940,43,286,6191,2,1,0,1,1,0,1
646,2373,150,456,11129,87,328,12229,10,4,0,2,1,0,1
647,2762,361,529,14142,77,799,13562,3,1,0,0,2,0,1
648,1187,60,211,7919,19,292,6992,3,3,0,1,0,0,5
649,2214,93,256,7644,24,565,7818,6,3,0,0,0,0,2
650,767,82,109,4661,8,207,4719,5,3,0,1,1,0,1
651,3151,475,460,16155,99,396,17473,7,3,0,0,1,0,1
652,575,39,41,4829,4,158,3783,1,2,0,0,0,0,1
653,907,107,43,5915,9,117,5103,4,1,0,0,1,0,1
654,2555,704,305,13921,48,419,12903,1,1,0,0,0,0,1
655,706,140,160,5606,21,251,5534,14,7,0,2,2,1,1
656,688,248,161,6044,17,214,4608,0,1,0,0,3,0,1
657,1640,315,267,11868,44,251,9470,0,2,0,1,4,0,1
658,3545,340,957,17273,108,581,13076,6,1,0,0,0,0,2
659,1241,151,80,7072,5,213,5545,0,1,0,0,0,0,1
660,668,82,102,4991,13,148,5508,1,1,0,0,0,0,1
661,736,104,100,4788,17,144,5451,6,2,0,1,0,0,1
662,768,117,147,4632,9,167,5498,2,1,0,0,0,0,1
663,2182,310,333,13150,46,250,9819,0,0,0,0,4,1,1
664,2198,227,374,12762,41,433,11314,0,1,0,0,0,0,1
665,1248,49,200,5617,18,168,4619,10,6,0,1,0,2,1
666,263,40,2,2806,0,148,3014,5,2,0,0,0,1,4
667,881,17,220,3018,7,109,2803,0,1,0,0,0,0,2
668,1072,76,249,7536,25,232,5885,11,7,0,1,0,0,2
669,2611,69,704,9013,96,300,9233,0,3,0,0,3,1,2
670,726,261,134,6041,19,271,5169,5,5,0,1,5,0,1
671,970,334,270,8438,22,230,8748,0,2,0,0,2,0,1
672,1356,404,323,7184,38,348,5985,4,10,0,0,2,0,1
673,2125,375,459,8320,94,304,6772,0,1,0,0,0,0,1
674,955,47,249,3242,31,30,3718,4,3,0,0,1,0,1
675,1055,25,75,4151,4,150,3348,6,8,0,0,1,2,1
676,2106,124,249,8602,21,280,5994,3,1,0,0,0,0,1
677,2243,34,121,8076,7,309,5698,0,1,0,0,1,0,1
678,3195,353,359,24123,31,679,20474,26,7,0,0,1,0,1
679,1184,118,212,7831,39,157,6191,2,3,1,0,0,0,2
680,1865,132,718,34414,128,445,47652,19,5,0,2,3,0,1
681,548,89,67,2838,10,95,2079,1,4,0,0,2,1,1
682,2100,256,305,10160,99,314,9127,10,3,0,2,1,0,1
683,1660,122,113,8172,30,205,8036,0,3,0,0,1,1,1
684,1897,232,190,10780,31,389,9775,1,1,0,0,1,0,2
685,1608,58,696,8297,72,370,6689,4,5,0,1,0,0,1
686,253,130,163,3398,9,221,3239,0,1,0,0,0,0,1
687,475,21,90,2623,57,136,5487,0,5,0,0,4,0,1
688,1517,45,456,14062,103,329,20314,0,3,0,0,1,0,1
689,335,24,47,3031,9,89,3329,17,5,0,1,7,0,1
690,770,125,75,5520,11,99,6916,7,3,0,1,1,0,8
691,1227,91,168,6036,21,101,6676,4,1,0,0,1,0,8
692,1014,64,113,5463,19,87,6256,3,3,1,1,0,0,8
693,1174,299,205,7527,28,114,6043,2,7,0,2,0,1,1
694,1375,331,224,7533,17,143,5043,2,1,0,0,0,0,1
695,1683,284,140,7880,20,145,5490,5,0,0,0,0,1,1
696,1268,82,363,12897,59,214,17065,4,1,0,0,0,2,1
697,969,138,144,5657,15,227,6678,3,1,1,0,0,0,1
698,968,159,168,5966,13,178,6315,1,2,0,0,0,0,1
699,1182,131,185,6174,19,221,7143,0,1,0,0,0,0,1
700,1001,166,223,5897,27,219,8041,6,1,0,0,0,0,1
701,1033,139,250,6716,24,217,7283,5,3,0,1,0,0,1
702,1113,105,250,6277,27,190,7075,2,2,0,0,1,0,1
703,1205,176,364,6453,59,111,7631,3,1,0,0,0,0,2
704,1240,36,245,7421,38,127,6490,7,3,0,0,1,0,1
705,186,3,16,891,4,25,1376,1,1,0,0,0,0,1
706,1603,145,161,9214,16,325,6880,6,2,0,0,0,0,2
707,1880,157,138,10719,24,180,9313,8,0,0,0,1,0,1
708,1219,86,73,7466,18,158,6318,2,4,0,0,0,0,1
709,922,58,106,2802,17,50,3663,3,1,1,0,1,0,1
710,3716,622,430,19770,39,468,17926,5,3,0,0,1,0,1
711,903,190,208,5905,30,144,7663,2,1,0,1,0,0,1
712,1608,5,361,6109,45,104,6659,0,1,1,0,0,0,2
713,1142,47,167,9080,40,418,10176,0,12,0,0,0,0,1
714,3060,355,738,21690,102,621,17907,5,4,0,1,1,0,1
715,3366,351,593,12173,64,956,12585,6,5,0,0,0,0,1
716,2154,153,487,11118,68,410,12034,0,1,0,0,0,0,1
717,931,201,120,5424,26,114,4482,2,1,0,0,0,0,1
718,5334,873,693,26581,66,528,17231,9,4,1,4,4,0,1
719,1400,94,315,5680,25,254,6974,0,1,0,0,0,0,1
720,1133,17,205,4417,12,78,6152,2,1,0,0,0,0,2
721,500,15,63,3297,20,136,5339,0,4,0,0,0,0,1
722,3110,24,220,11494,35,205,12062,2,1,0,0,2,0,3
723,2755,45,129,9714,21,221,9983,6,2,0,0,1,2,3
724,1086,174,176,5569,49,166,4925,2,3,0,0,0,0,1
725,1143,236,140,5998,25,100,5430,5,2,0,0,0,0,1
726,971,115,151,5921,33,112,5403,7,3,0,0,0,0,1
727,1573,528,220,9415,20,183,6495,2,2,0,0,0,1,1
728,1729,201,501,10193,60,403,9289,9,3,0,0,0,0,3
729,1555,260,274,11734,35,510,13491,12,4,0,0,3,0,1
730,690,27,94,5833,26,127,7025,1,1,0,0,0,0,1
731,756,21,81,5840,15,189,7412,1,1,0,0,0,0,1
732,799,45,104,6441,27,149,7228,0,1,0,1,0,0,1
733,862,145,329,5226,35,141,5402,0,1,0,0,0,0,1
734,931,280,262,5258,44,161,5497,2,2,0,0,0,0,1
735,986,128,298,5726,25,208,5566,3,3,0,0,0,0,1
736,1957,274,732,10900,62,448,8060,0,3,0,0,3,0,1
737,881,548,858,8878,141,108,6424,2,2,0,0,0,0,1
738,1716,778,518,7919,109,116,6022,3,5,0,0,0,0,1
739,2935,896,634,16600,59,605,9845,2,2,0,0,0,0,1
740,802,23,50,2526,5,61,1762,2,2,0,0,1,0,1
741,915,39,212,5654,22,238,6036,0,1,0,2,2,0,1
742,2685,118,208,9129,21,625,5798,4,2,0,0,0,0,2
743,914,154,307,4247,30,114,4047,4,3,0,0,6,1,1
744,724,30,229,3203,20,128,4362,1,4,0,0,0,0,1
745,931,173,160,4285,12,146,3941,1,2,1,0,0,0,1
746,1836,341,486,10022,43,255,8863,2,1,0,0,0,1,1
747,1605,89,146,10174,29,780,9771,4,2,0,0,0,1,1
748,1302,74,286,8573,43,196,7733,6,7,0,0,1,0,2
749,1094,95,149,5670,17,161,5330,1,1,0,0,0,0,2
750,774,135,143,6720,17,160,5269,2,1,0,0,0,0,2
751,653,106,115,6030,7,132,4992,11,4,0,0,2,2,2
752,2731,571,408,14237,37,611,12441,1,2,0,0,0,0,1
753,3535,571,419,15774,53,416,11259,2,0,0,0,0,2,1
754,221,28,18,1406,5,13,1524,1,1,0,0,0,0,1
755,2947,397,378,15420,29,694,13315,4,2,0,1,0,0,1
756,2751,360,423,19428,49,669,17739,2,2,0,0,0,0,6
757,761,287,304,5519,49,229,4670,0,3,0,0,0,0,1
758,3526,228,249,17695,71,549,16318,1,1,1,0,0,0,1
